ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime
7/1/2016,100,PRIMO FRED RD,24,987,591,58,1602,61.61,151.37
7/1/2016,502,THOUSAND OAKS,6,221,43,6,270,81.85,145.99
7/1/2016,505,BASSE,51,137,23,7,211,64.93,211.85
7/1/2016,509,HILDEBRAND,14,282,79,4,375,75.2,237.27
7/1/2016,515,SOUTHCROSS,26,279,33,103,338,82.54,135.90
7/1/2016,520,ZARZAMORA,57,891,419,58,1367,65.18,116.84
7/1/2016,522,BABCOCK,16,333,47,7,396,84.09,141.84
7/1/2016,524,GENERAL McMULLEN Frequent,20,600,144,59,764,78.53,100.35
7/1/2016,534,WURZBACH,19,511,110,18,640,79.84,179.71
7/1/2016,550,LOOPER Skip,10,388,152,16,550,70.55,224.74
7/1/2016,551,LOOPER Skip,7,434,218,12,659,65.86,185.73
7/1/2016,602,NORTH STAR / MEDICAL CENTER,5,179,69,21,253,70.75,121.33
7/1/2016,603,MEDICAL CENTER/UTSA,7,119,58,26,184,64.67,131.09
7/1/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,1,143,41,8,185,77.3,117.34
7/1/2016,605,UTSA/MAINLAND,3,50,23,20,76,65.79,199.30
7/1/2016,606,MEDICAL CENTER/ALAMO RANCH,7,194,24,2,225,86.22,107.29
7/1/2016,607,MEDICAL CENTER / INGRAM,0,96,9,0,105,91.43,172.13
7/1/2016,609,INGRAM/MAINLAND,1,92,24,18,117,78.63,210.40
7/1/2016,610,INGRAM/NORTHWEST CROSSING,9,210,35,27,254,82.68,99.80
7/1/2016,611,VALLEY-HI / KEL-LAC,1,78,14,27,93,83.87,313.92
7/1/2016,612,KEL-LAC/WESTLAKES,6,95,18,1,119,79.83,177.73
7/1/2016,613,HERITAGE NW / KEL-LAC,2,133,10,2,145,91.72,93.72
7/1/2016,614,HIDDEN COVE / KEL-LAC,11,79,22,2,112,70.54,197.08
7/1/2016,615,KEL-LAC / HERITAGE PARK,1,120,25,1,146,82.19,92.94
7/1/2016,616,SKY HARBOUR/KEL-LAC,7,130,20,39,157,82.8,88.68
7/1/2016,617,KEL-LAC / RAINBOW HILLS,2,124,14,7,140,88.57,153.11
7/1/2016,618,INGRAM/WESTLAKES,2,50,30,46,82,60.98,98.45
7/1/2016,619,KEL-LAC / INDIAN CREEK,4,113,20,7,137,82.48,193.89
7/1/2016,620,INGRAM/NWVISTAS,0,80,45,10,125,64,257.23
7/1/2016,630,RANDOLPH/SUNRISE/INDUSTRY,6,191,234,49,431,44.32,190.38
7/1/2016,632,RANDOLPH/VENTURA,1,145,88,70,234,61.97,166.25
7/1/2016,640,VALLEY FORGE,1,75,5,11,81,92.59,90.29
7/1/2016,641,KNOLLCREEK,0,86,2,1,88,97.73,89.20
7/1/2016,642,NACOGDOCHES,0,89,9,0,98,90.82,102.47
7/1/2016,647,NORTH STAR / HARRY WURZBACH,2,142,8,1,152,93.42,96.94
7/1/2016,648,NORTH STAR / STONE OAK PKWY.,4,233,40,1,277,84.12,129.41
7/1/2016,651,DECO DISTRICT / CASTLE HILLS,0,153,8,4,161,95.03,137.56
7/1/2016,660,NWVISTAS/UNIVESITY P&R,2,137,61,10,200,68.5,84.56
7/1/2016,999,GSA SHUTTLE,0,0,0,64,0,NULL,NULL
7/2/2016,2,BLANCO,20,346,148,42,514,67.32,215.21
7/2/2016,3,SAN PEDRO SKIP,6,328,138,23,472,69.49,150.28
7/2/2016,4,SAN PEDRO Frequent,10,319,180,24,509,62.67,140.00
7/2/2016,5,McCULLOUGH,1,249,46,9,296,84.12,113.96
7/2/2016,8,N ST MARYS,12,353,46,3,411,85.89,187.27
7/2/2016,9,BROADWAY,8,303,30,43,341,88.86,192.10
7/2/2016,10,NACO/BROADWAY,8,266,53,45,327,81.35,82.63
7/2/2016,11,VIVA CULTURE,38,327,30,115,395,82.78,137.50
7/2/2016,14,PERRIN BEITEL SKIP,25,451,66,10,542,83.21,147.56
7/2/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,1,73,4,2,78,93.59,403.10
7/2/2016,17,IH-35 Express,1,70,2,19,73,95.89,234.41
7/2/2016,20,NEW BRAUNFELS Frequent,16,298,133,77,447,66.67,185.58
7/2/2016,21,KIRBY / CONVERSE,13,193,65,53,271,71.22,150.04
7/2/2016,22,HAYS Frequent,12,247,51,10,310,79.68,190.23
7/2/2016,24,EAST HOUSTON Frequent,10,202,110,26,322,62.73,87.79
7/2/2016,25,E. COMMERCE Frequent,18,286,90,99,394,72.59,106.08
7/2/2016,26,MARTIN LUTHER KING,7,207,59,19,273,75.82,206.94
7/2/2016,28,PORTER,14,266,208,5,488,54.51,137.99
7/2/2016,30,RIGSBY,0,182,40,3,222,81.98,237.99
7/2/2016,32,STEVES AVE.,7,225,39,4,271,83.03,155.10
7/2/2016,34,SOUTH ST.MARY'S,12,177,86,107,275,64.36,206.94
7/2/2016,36,S.PRESA,5,168,45,12,218,77.06,129.71
7/2/2016,40,VIVA MISSIONS,2,108,17,45,127,85.04,221.09
7/2/2016,42,ROOSEVELT,1,248,124,3,373,66.49,103.15
7/2/2016,43,SOUTH FLORES,16,304,46,12,366,83.06,143.22
7/2/2016,44,PLEASANTON RD.,9,314,36,29,359,87.47,139.56
7/2/2016,46,COMMERCIAL,0,196,18,2,214,91.59,208.63
7/2/2016,51,NOGALITOS,6,226,117,1,349,64.76,150.61
7/2/2016,54,SOUTH ALAMO,0,84,19,5,103,81.55,156.44
7/2/2016,62,KIRK,4,162,37,2,203,79.8,101.90
7/2/2016,64,US 90 Express,7,85,32,53,124,68.55,123.76
7/2/2016,65,JBSA EXPRESS LACKLAND AFB/USO,1,59,12,8,72,81.94,183.94
7/2/2016,66,CERALVO Frequent,10,287,86,7,383,74.93,199.00
7/2/2016,67,LAREDO,7,160,19,2,186,86.02,156.02
7/2/2016,68,GUADALUPE Frequent,7,443,179,23,629,70.43,174.36
7/2/2016,70,CESAR CHAVEZ,2,87,15,4,104,83.65,195.54
7/2/2016,75,W. COMMERCE Frequent,9,365,210,18,584,62.5,164.32
7/2/2016,76,WEST COMMERCE Skip,23,313,70,16,406,77.09,150.88
7/2/2016,77,MARTIN,0,74,80,26,154,48.05,111.87
7/2/2016,79,RUIZ  Frequent,21,291,31,13,343,84.84,175.03
7/2/2016,82,CULEBRA,5,298,90,9,393,75.83,193.57
7/2/2016,88,BANDERA,0,309,75,6,384,80.47,225.75
7/2/2016,89,POPLAR,4,119,75,1,198,60.1,129.41
7/2/2016,90,WOODLAWN,14,257,69,17,340,75.59,165.27
7/2/2016,94,IH-10 / FIESTA TEXAS Express,10,164,48,62,222,73.87,133.40
7/2/2016,95,FREDERICKSBURG RD,0,179,14,3,193,92.75,198.06
7/2/2016,96,VANCE JACKSON,21,299,42,9,362,82.6,139.91
7/2/2016,97,WEST AVE,5,342,155,16,502,68.13,124.24
7/2/2016,100,PRIMO FRED RD,16,750,459,58,1225,61.22,125.62
7/2/2016,502,THOUSAND OAKS,9,259,7,1,275,94.18,591.08
7/2/2016,505,BASSE,58,100,0,46,158,63.29,196.62
7/2/2016,509,HILDEBRAND,4,297,57,16,358,82.96,132.58
7/2/2016,515,SOUTHCROSS,20,144,33,49,197,73.1,127.41
7/2/2016,520,ZARZAMORA,68,765,234,91,1067,71.7,127.17
7/2/2016,522,BABCOCK,15,184,19,3,218,84.4,88.91
7/2/2016,524,GENERAL McMULLEN Frequent,6,241,122,37,369,65.31,173.57
7/2/2016,534,WURZBACH,5,334,49,10,388,86.08,181.60
7/2/2016,550,LOOPER Skip,19,418,98,19,535,78.13,212.80
7/2/2016,551,LOOPER Skip,6,451,129,54,586,76.96,191.99
7/2/2016,602,NORTH STAR / MEDICAL CENTER,14,129,29,3,172,75,122.63
7/2/2016,603,MEDICAL CENTER/UTSA,6,79,46,19,131,60.31,139.16
7/2/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,3,141,34,2,178,79.21,102.69
7/2/2016,605,UTSA/MAINLAND,4,58,19,12,81,71.6,169.73
7/2/2016,606,MEDICAL CENTER/ALAMO RANCH,8,196,8,5,212,92.45,175.35
7/2/2016,607,MEDICAL CENTER / INGRAM,1,96,4,1,101,95.05,132.82
7/2/2016,609,INGRAM/MAINLAND,3,86,4,0,93,92.47,286.59
7/2/2016,610,INGRAM/NORTHWEST CROSSING,3,167,14,36,184,90.76,220.43
7/2/2016,611,VALLEY-HI / KEL-LAC,0,77,14,17,91,84.62,366.34
7/2/2016,612,KEL-LAC/WESTLAKES,1,86,21,0,108,79.63,308.68
7/2/2016,613,HERITAGE NW / KEL-LAC,5,138,4,0,147,93.88,313.10
7/2/2016,614,HIDDEN COVE / KEL-LAC,6,89,6,7,101,88.12,207.20
7/2/2016,615,KEL-LAC / HERITAGE PARK,2,100,6,0,108,92.59,349.76
7/2/2016,616,SKY HARBOUR/KEL-LAC,21,136,13,26,170,80,229.28
7/2/2016,617,KEL-LAC / RAINBOW HILLS,3,82,21,2,106,77.36,255.16
7/2/2016,618,INGRAM/WESTLAKES,5,95,5,23,105,90.48,106.93
7/2/2016,619,KEL-LAC / INDIAN CREEK,6,98,3,1,107,91.59,307.87
7/2/2016,620,INGRAM/NWVISTAS,2,80,2,9,84,95.24,132.62
7/2/2016,630,RANDOLPH/SUNRISE/INDUSTRY,12,332,52,13,396,83.84,85.63
7/2/2016,632,RANDOLPH/VENTURA,6,148,25,57,179,82.68,114.18
7/2/2016,640,VALLEY FORGE,0,60,16,10,76,78.95,192.16
7/2/2016,641,KNOLLCREEK,11,74,1,1,86,86.05,130.49
7/2/2016,642,NACOGDOCHES,12,78,7,1,97,80.41,215.86
7/2/2016,647,NORTH STAR / HARRY WURZBACH,5,124,4,2,133,93.23,248.87
7/2/2016,648,NORTH STAR / STONE OAK PKWY.,11,238,10,4,259,91.89,138.07
7/2/2016,651,DECO DISTRICT / CASTLE HILLS,1,61,28,6,90,67.78,163.10
7/2/2016,660,NWVISTAS/UNIVESITY P&R,12,131,3,14,146,89.73,211.56
7/3/2016,2,BLANCO,17,296,145,46,458,64.63,84.10
7/3/2016,3,SAN PEDRO SKIP,12,335,93,6,440,76.14,96.69
7/3/2016,4,SAN PEDRO Frequent,19,367,107,13,493,74.44,137.08
7/3/2016,5,McCULLOUGH,3,241,17,32,261,92.34,139.15
7/3/2016,8,N ST MARYS,3,232,51,2,286,81.12,104.07
7/3/2016,9,BROADWAY,11,279,16,30,306,91.18,221.26
7/3/2016,10,NACO/BROADWAY,9,260,37,36,306,84.97,86.91
7/3/2016,11,VIVA CULTURE,35,337,16,122,388,86.86,237.14
7/3/2016,14,PERRIN BEITEL SKIP,9,341,53,5,403,84.62,128.58
7/3/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,0,34,4,0,38,89.47,257.38
7/3/2016,17,IH-35 Express,6,63,7,16,76,82.89,175.76
7/3/2016,20,NEW BRAUNFELS Frequent,15,382,60,67,457,83.59,166.61
7/3/2016,21,KIRBY / CONVERSE,4,211,51,48,266,79.32,136.34
7/3/2016,22,HAYS Frequent,14,211,36,0,261,80.84,186.23
7/3/2016,24,EAST HOUSTON Frequent,20,219,84,17,323,67.8,98.64
7/3/2016,25,E. COMMERCE Frequent,14,195,69,95,278,70.14,135.76
7/3/2016,26,MARTIN LUTHER KING,12,229,41,19,282,81.21,114.73
7/3/2016,28,PORTER,11,243,126,14,380,63.95,260.59
7/3/2016,30,RIGSBY,8,165,29,17,202,81.68,203.40
7/3/2016,32,STEVES AVE.,8,149,22,6,179,83.24,180.53
7/3/2016,34,SOUTH ST.MARY'S,3,159,92,94,254,62.6,210.47
7/3/2016,36,S.PRESA,4,185,21,6,210,88.1,134.05
7/3/2016,40,VIVA MISSIONS,5,141,3,23,149,94.63,251.06
7/3/2016,42,ROOSEVELT,4,279,87,2,370,75.41,119.43
7/3/2016,43,SOUTH FLORES,21,297,10,2,328,90.55,227.07
7/3/2016,44,PLEASANTON RD.,18,304,27,0,349,87.11,107.60
7/3/2016,46,COMMERCIAL,4,193,18,1,215,89.77,238.95
7/3/2016,51,NOGALITOS,9,246,85,5,340,72.35,91.97
7/3/2016,62,KIRK,6,143,60,3,209,68.42,143.41
7/3/2016,64,US 90 Express,12,91,32,42,135,67.41,126.56
7/3/2016,65,JBSA EXPRESS LACKLAND AFB/USO,0,23,6,9,29,79.31,202.46
7/3/2016,66,CERALVO Frequent,9,332,44,5,385,86.23,201.38
7/3/2016,67,LAREDO,4,110,17,1,131,83.97,190.31
7/3/2016,68,GUADALUPE Frequent,14,369,121,117,504,73.21,154.71
7/3/2016,75,W. COMMERCE Frequent,1,224,166,27,391,57.29,213.53
7/3/2016,76,WEST COMMERCE Skip,18,350,23,9,391,89.51,99.34
7/3/2016,77,MARTIN,1,71,83,25,155,45.81,131.26
