ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime
1/30/2017,21,KIRBY / CONVERSE,18,393,55,7,466,84.33,183.11
1/30/2017,22,HAYS Frequent,4,343,47,14,394,87.06,126.26
1/30/2017,24,EAST HOUSTON Frequent,16,358,63,10,437,81.92,70.80
1/30/2017,25,E. COMMERCE Frequent,21,406,126,21,553,73.42,201.55
1/30/2017,26,MARTIN LUTHER KING,6,276,125,2,407,67.81,167.18
1/30/2017,28,PORTER,29,335,102,112,466,71.89,148.01
1/30/2017,30,RIGSBY,19,321,32,1,372,86.29,205.78
1/30/2017,32,STEVES AVE.,9,268,50,2,327,81.96,160.17
1/30/2017,34,SOUTH ST.MARY'S,27,433,92,65,552,78.44,214.18
1/30/2017,36,S.PRESA,3,258,66,4,327,78.9,132.29
1/30/2017,40,VIVA MISSIONS,13,125,18,16,156,80.13,138.15
1/30/2017,42,ROOSEVELT,16,428,115,10,559,76.57,108.33
1/30/2017,43,SOUTH FLORES,10,338,33,3,381,88.71,128.27
1/30/2017,44,PLEASANTON RD.,24,300,61,7,385,77.92,98.55
1/30/2017,46,COMMERCIAL,13,255,42,8,310,82.26,74.49
1/30/2017,48,IH-35 S Express,1,20,10,0,31,64.52,94.13
1/30/2017,51,NOGALITOS,18,388,63,1,469,82.73,114.13
1/30/2017,54,SOUTH ALAMO,1,85,30,5,116,73.28,80.35
1/30/2017,62,KIRK,15,239,49,11,303,78.88,171.95
1/30/2017,64,US 90 Express,5,134,80,62,219,61.19,115.05
1/30/2017,66,CERALVO Frequent,9,543,127,5,679,79.97,160.47
1/30/2017,67,LAREDO,8,152,60,45,220,69.09,88.65
1/30/2017,68,GUADALUPE Frequent,11,488,145,8,644,75.78,175.98
1/30/2017,70,CESAR CHAVEZ,1,91,25,7,117,77.78,187.74
1/30/2017,75,W. COMMERCE Frequent,16,461,146,9,623,74,168.56
1/30/2017,76,WEST COMMERCE Skip,9,477,69,2,555,85.95,93.62
1/30/2017,77,MARTIN,14,207,32,0,253,81.82,138.08
1/30/2017,79,RUIZ  Frequent,28,327,36,1,391,83.63,105.00
1/30/2017,82,CULEBRA,19,500,36,3,555,90.09,162.06
1/30/2017,88,BANDERA,11,374,72,41,457,81.84,173.27
1/30/2017,89,POPLAR,10,228,63,10,301,75.75,125.74
1/30/2017,90,WOODLAWN,11,351,64,1,426,82.39,199.04
1/30/2017,93,IH-10 CROSSROADS/UTSA Express,13,233,16,23,262,88.93,155.22
1/30/2017,94,IH-10 / FIESTA TEXAS Express,7,166,14,44,187,88.77,150.21
1/30/2017,95,FREDERICKSBURG RD,3,207,9,1,219,94.52,175.86
1/30/2017,96,VANCE JACKSON,30,378,51,10,459,82.35,188.17
1/30/2017,97,WEST AVE,24,403,130,17,557,72.35,139.49
1/30/2017,100,PRIMO FRED RD,20,734,132,33,886,82.84,142.11
1/30/2017,101,UTSA/LEON VALLEY BRT,57,545,28,27,630,86.51,208.14
1/30/2017,502,THOUSAND OAKS,22,229,19,6,270,84.81,149.65
1/30/2017,505,BASSE,4,199,8,7,211,94.31,273.93
1/30/2017,509,HILDEBRAND,12,299,25,43,336,88.99,170.56
1/30/2017,515,SOUTHCROSS,4,373,51,13,428,87.15,118.88
1/30/2017,520,ZARZAMORA,87,1048,241,49,1376,76.16,138.42
1/30/2017,522,BABCOCK,11,356,38,1,405,87.9,137.61
1/30/2017,524,GENERAL McMULLEN Frequent,24,739,54,11,817,90.45,150.73
1/30/2017,534,WURZBACH,20,580,60,10,660,87.88,146.72
1/30/2017,550,LOOPER Skip,15,492,43,3,550,89.45,179.20
1/30/2017,551,LOOPER Skip,18,508,113,32,639,79.5,115.27
1/30/2017,602,NORTH STAR / MEDICAL CENTER,12,218,33,6,263,82.89,98.77
1/30/2017,603,MEDICAL CENTER/UTSA,5,129,62,14,196,65.82,127.77
1/30/2017,604,MEDICAL CENTER/UNIVERSITY HGTS.,5,165,15,7,185,89.19,123.65
1/30/2017,605,UTSA/MAINLAND,1,61,23,11,85,71.76,222.49
1/30/2017,606,MEDICAL CENTER/ALAMO RANCH,15,201,7,4,223,90.13,80.72
1/30/2017,607,MEDICAL CENTER / INGRAM,1,95,5,4,101,94.06,106.77
1/30/2017,609,INGRAM/MAINLAND,1,108,24,8,133,81.2,183.27
1/30/2017,610,INGRAM/NORTHWEST CROSSING,11,179,66,25,256,69.92,150.27
1/30/2017,611,VALLEY-HI / KEL-LAC,1,88,5,20,94,93.62,224.87
1/30/2017,612,KEL-LAC/WESTLAKES,0,101,9,4,110,91.82,117.52
1/30/2017,613,HERITAGE NW / KEL-LAC,3,126,18,0,147,85.71,125.50
1/30/2017,614,HIDDEN COVE / KEL-LAC,8,83,23,0,114,72.81,76.80
1/30/2017,615,KEL-LAC / HERITAGE PARK,2,110,34,1,146,75.34,112.88
1/30/2017,616,SKY HARBOUR/KEL-LAC,6,135,28,27,169,79.88,84.25
1/30/2017,617,KEL-LAC / RAINBOW HILLS,6,115,12,14,133,86.47,74.94
1/30/2017,618,INGRAM/WESTLAKES,0,52,47,30,99,52.53,116.08
1/30/2017,619,KEL-LAC / INDIAN CREEK,3,122,19,0,144,84.72,107.23
1/30/2017,620,INGRAM/NWVISTAS,1,92,14,22,107,85.98,191.20
1/30/2017,629,INDUSTRY PARK,3,114,36,2,153,74.51,177.96
1/30/2017,630,RANDOLPH/KIRBY/SUNRISE,8,138,19,0,165,83.64,124.12
1/30/2017,631,SUNRISE/SUMMERFEST,0,109,42,2,151,72.19,215.97
1/30/2017,632,RANDOLPH/VENTURA,35,443,23,3,501,88.42,151.17
1/30/2017,640,VALLEY FORGE,1,76,9,0,86,88.37,105.64
1/30/2017,641,KNOLLCREEK,2,69,18,6,89,77.53,125.72
1/30/2017,642,NACOGDOCHES,0,85,12,7,97,87.63,215.94
1/30/2017,647,NORTH STAR / HARRY WURZBACH,7,127,16,3,150,84.67,202.59
1/30/2017,648,NORTH STAR / STONE OAK PKWY.,7,206,15,4,228,90.35,278.07
1/30/2017,651,DECO DISTRICT / CASTLE HILLS,4,147,13,1,164,89.63,194.91
1/30/2017,660,NWVISTAS/UNIVESITY P&R,0,142,33,11,175,81.14,169.46
1/31/2017,2,BLANCO,11,703,145,22,859,81.84,122.21
1/31/2017,3,SAN PEDRO SKIP,11,525,131,4,667,78.71,154.11
1/31/2017,4,SAN PEDRO Frequent,11,507,189,7,707,71.71,139.10
1/31/2017,5,McCULLOUGH,12,392,45,1,449,87.31,196.66
1/31/2017,6,US-281 Express,2,135,46,4,183,73.77,75.30
1/31/2017,8,N ST MARYS,10,270,272,24,552,48.91,122.83
1/31/2017,9,BROADWAY,3,269,79,33,351,76.64,129.47
1/31/2017,10,NACO/BROADWAY,6,265,66,41,337,78.64,89.90
1/31/2017,11,VIVA CULTURE,25,387,123,19,535,72.34,206.28
1/31/2017,14,PERRIN BEITEL SKIP,17,497,94,4,608,81.74,140.76
1/31/2017,17,IH-35 Express,8,133,23,20,164,81.1,158.19
1/31/2017,20,NEW BRAUNFELS Frequent,22,623,117,8,762,81.76,189.48
1/31/2017,21,KIRBY / CONVERSE,20,391,51,11,462,84.63,146.94
1/31/2017,22,HAYS Frequent,7,332,57,4,396,83.84,151.22
1/31/2017,24,EAST HOUSTON Frequent,13,298,127,9,438,68.04,97.98
1/31/2017,25,E. COMMERCE Frequent,18,393,140,5,551,71.32,131.98
1/31/2017,26,MARTIN LUTHER KING,21,285,100,3,406,70.2,177.52
1/31/2017,28,PORTER,31,304,120,117,455,66.81,171.91
1/31/2017,30,RIGSBY,11,343,15,4,369,92.95,156.48
1/31/2017,32,STEVES AVE.,10,268,42,9,320,83.75,210.89
1/31/2017,34,SOUTH ST.MARY'S,13,420,108,76,541,77.63,204.05
1/31/2017,36,S.PRESA,5,249,72,5,326,76.38,122.27
1/31/2017,40,VIVA MISSIONS,23,140,4,5,167,83.83,325.00
1/31/2017,42,ROOSEVELT,10,467,88,5,565,82.65,115.09
1/31/2017,43,SOUTH FLORES,5,285,94,0,384,74.22,163.71
1/31/2017,44,PLEASANTON RD.,30,296,56,10,382,77.49,144.71
1/31/2017,46,COMMERCIAL,10,243,55,10,308,78.9,99.49
1/31/2017,48,IH-35 S Express,1,23,3,4,27,85.19,137.44
1/31/2017,51,NOGALITOS,5,413,52,0,470,87.87,132.31
1/31/2017,54,SOUTH ALAMO,3,65,51,1,119,54.62,133.07
1/31/2017,62,KIRK,21,224,63,6,308,72.73,271.58
1/31/2017,64,US 90 Express,3,114,91,66,208,54.81,137.42
1/31/2017,66,CERALVO Frequent,10,542,129,3,681,79.59,194.15
1/31/2017,67,LAREDO,6,123,113,12,242,50.83,190.23
1/31/2017,68,GUADALUPE Frequent,20,497,128,7,645,77.05,260.18
1/31/2017,70,CESAR CHAVEZ,1,77,38,0,116,66.38,159.78
1/31/2017,75,W. COMMERCE Frequent,11,476,138,5,625,76.16,170.59
1/31/2017,76,WEST COMMERCE Skip,17,480,65,4,562,85.41,137.40
1/31/2017,77,MARTIN,12,217,25,9,254,85.43,143.87
1/31/2017,79,RUIZ  Frequent,31,295,64,2,390,75.64,153.90
1/31/2017,82,CULEBRA,4,480,72,2,556,86.33,179.48
1/31/2017,88,BANDERA,11,366,98,35,475,77.05,183.39
1/31/2017,89,POPLAR,9,236,56,5,301,78.41,131.59
1/31/2017,90,WOODLAWN,10,304,109,4,423,71.87,181.16
1/31/2017,93,IH-10 CROSSROADS/UTSA Express,22,204,39,20,265,76.98,105.47
1/31/2017,94,IH-10 / FIESTA TEXAS Express,7,147,23,54,177,83.05,97.09
1/31/2017,95,FREDERICKSBURG RD,2,177,40,1,219,80.82,186.76
1/31/2017,96,VANCE JACKSON,10,392,45,8,447,87.7,187.71
1/31/2017,97,WEST AVE,10,320,217,15,547,58.5,93.83
1/31/2017,100,PRIMO FRED RD,24,686,167,42,877,78.22,144.04
1/31/2017,101,UTSA/LEON VALLEY BRT,60,538,38,21,636,84.59,144.42
1/31/2017,502,THOUSAND OAKS,8,232,34,2,274,84.67,175.51
1/31/2017,505,BASSE,3,205,3,7,211,97.16,183.13
1/31/2017,509,HILDEBRAND,4,286,52,37,342,83.63,255.24
1/31/2017,515,SOUTHCROSS,7,347,75,12,429,80.89,149.44
1/31/2017,520,ZARZAMORA,89,1047,228,61,1364,76.76,158.78
1/31/2017,522,BABCOCK,1,373,30,2,404,92.33,162.71
1/31/2017,524,GENERAL McMULLEN Frequent,30,670,116,12,816,82.11,137.62
1/31/2017,534,WURZBACH,17,545,85,11,647,84.23,182.01
1/31/2017,550,LOOPER Skip,14,484,50,5,548,88.32,163.19
1/31/2017,551,LOOPER Skip,18,530,104,19,652,81.29,186.66
1/31/2017,602,NORTH STAR / MEDICAL CENTER,17,199,48,5,264,75.38,113.83
1/31/2017,603,MEDICAL CENTER/UTSA,9,120,62,19,191,62.83,121.07
1/31/2017,604,MEDICAL CENTER/UNIVERSITY HGTS.,5,150,28,9,183,81.97,94.83
1/31/2017,605,UTSA/MAINLAND,3,57,20,16,80,71.25,212.82
1/31/2017,606,MEDICAL CENTER/ALAMO RANCH,11,193,20,3,224,86.16,96.90
1/31/2017,607,MEDICAL CENTER / INGRAM,3,100,2,0,105,95.24,236.64
1/31/2017,609,INGRAM/MAINLAND,2,104,27,2,133,78.2,213.35
1/31/2017,610,INGRAM/NORTHWEST CROSSING,8,223,26,24,257,86.77,154.89
1/31/2017,611,VALLEY-HI / KEL-LAC,1,85,8,20,94,90.43,230.61
1/31/2017,612,KEL-LAC/WESTLAKES,1,83,30,0,114,72.81,164.57
1/31/2017,613,HERITAGE NW / KEL-LAC,2,126,19,0,147,85.71,155.96
1/31/2017,614,HIDDEN COVE / KEL-LAC,4,98,12,0,114,85.96,78.36
1/31/2017,615,KEL-LAC / HERITAGE PARK,0,118,26,3,144,81.94,132.47
1/31/2017,616,SKY HARBOUR/KEL-LAC,7,121,22,46,150,80.67,93.90
1/31/2017,617,KEL-LAC / RAINBOW HILLS,4,110,9,24,123,89.43,88.31
1/31/2017,618,INGRAM/WESTLAKES,0,55,43,30,98,56.12,132.90
1/31/2017,619,KEL-LAC / INDIAN CREEK,1,130,13,0,144,90.28,175.97
1/31/2017,620,INGRAM/NWVISTAS,4,71,40,14,115,61.74,178.98
1/31/2017,629,INDUSTRY PARK,2,115,37,1,154,74.68,75.10
1/31/2017,630,RANDOLPH/KIRBY/SUNRISE,7,149,9,0,165,90.3,233.07
1/31/2017,631,SUNRISE/SUMMERFEST,0,127,25,1,152,83.55,210.92
1/31/2017,632,RANDOLPH/VENTURA,22,458,22,2,502,91.24,131.68
1/31/2017,640,VALLEY FORGE,0,73,13,0,86,84.88,159.16
1/31/2017,641,KNOLLCREEK,0,81,7,1,88,92.05,133.12
1/31/2017,642,NACOGDOCHES,0,91,5,2,96,94.79,162.80
1/31/2017,647,NORTH STAR / HARRY WURZBACH,15,129,8,1,152,84.87,140.83
1/31/2017,648,NORTH STAR / STONE OAK PKWY.,11,211,7,3,229,92.14,317.06
1/31/2017,651,DECO DISTRICT / CASTLE HILLS,2,147,16,0,165,89.09,124.00
1/31/2017,660,NWVISTAS/UNIVESITY P&R,8,103,63,12,174,59.2,132.79
2/1/2017,2,BLANCO,6,649,212,14,867,74.86,91.41
2/1/2017,3,SAN PEDRO SKIP,4,429,232,17,665,64.51,157.41
2/1/2017,4,SAN PEDRO Frequent,8,502,174,36,684,73.39,149.18
2/1/2017,5,McCULLOUGH,5,383,62,0,450,85.11,120.46
2/1/2017,6,US-281 Express,3,98,85,1,186,52.69,65.28
2/1/2017,8,N ST MARYS,19,226,289,78,534,42.32,129.97
2/1/2017,9,BROADWAY,10,274,68,32,352,77.84,109.10
2/1/2017,10,NACO/BROADWAY,3,238,86,51,327,72.78,102.14
2/1/2017,11,VIVA CULTURE,22,447,74,11,543,82.32,146.40
2/1/2017,14,PERRIN BEITEL SKIP,14,482,114,2,610,79.02,81.47
2/1/2017,17,IH-35 Express,13,157,6,8,176,89.2,202.00
2/1/2017,20,NEW BRAUNFELS Frequent,15,541,199,1,755,71.66,186.15
2/1/2017,21,KIRBY / CONVERSE,19,371,73,10,463,80.13,142.85
2/1/2017,22,HAYS Frequent,8,279,107,6,394,70.81,221.12
2/1/2017,24,EAST HOUSTON Frequent,10,297,117,29,424,70.05,134.10
2/1/2017,25,E. COMMERCE Frequent,14,383,155,15,552,69.38,136.59
2/1/2017,26,MARTIN LUTHER KING,15,269,120,5,404,66.58,154.51
2/1/2017,28,PORTER,33,281,150,112,464,60.56,151.74
2/1/2017,30,RIGSBY,10,312,49,2,371,84.1,166.07
2/1/2017,32,STEVES AVE.,4,280,45,0,329,85.11,124.87
2/1/2017,34,SOUTH ST.MARY'S,13,385,154,65,552,69.75,180.97
2/1/2017,36,S.PRESA,0,236,91,4,327,72.17,200.56
2/1/2017,40,VIVA MISSIONS,21,146,4,1,171,85.38,139.92
2/1/2017,42,ROOSEVELT,7,402,154,12,563,71.4,121.98
2/1/2017,43,SOUTH FLORES,4,306,71,3,381,80.31,137.63
2/1/2017,44,PLEASANTON RD.,21,280,83,8,384,72.92,106.49
2/1/2017,46,COMMERCIAL,18,255,39,6,312,81.73,88.35
2/1/2017,48,IH-35 S Express,1,21,6,3,28,75,90.02
2/1/2017,51,NOGALITOS,8,333,105,34,446,74.66,172.52
2/1/2017,54,SOUTH ALAMO,2,66,52,0,120,55,120.12
2/1/2017,62,KIRK,12,209,90,3,311,67.2,255.69
2/1/2017,64,US 90 Express,4,101,115,54,220,45.91,116.77
2/1/2017,66,CERALVO Frequent,8,544,129,3,681,79.88,109.26
2/1/2017,67,LAREDO,13,98,132,29,243,40.33,307.86
2/1/2017,68,GUADALUPE Frequent,36,482,119,15,637,75.67,181.06
2/1/2017,70,CESAR CHAVEZ,0,83,33,0,116,71.55,234.77
2/1/2017,75,W. COMMERCE Frequent,10,453,165,6,628,72.13,137.96
2/1/2017,76,WEST COMMERCE Skip,7,405,136,18,548,73.91,120.93
2/1/2017,77,MARTIN,12,205,34,2,251,81.67,141.37
2/1/2017,79,RUIZ  Frequent,33,282,65,12,380,74.21,119.41
2/1/2017,82,CULEBRA,2,451,71,35,524,86.07,104.94
2/1/2017,88,BANDERA,9,359,95,47,463,77.54,139.64
2/1/2017,89,POPLAR,11,241,56,5,308,78.25,131.66
2/1/2017,90,WOODLAWN,3,315,107,2,425,74.12,131.03
2/1/2017,93,IH-10 CROSSROADS/UTSA Express,16,222,13,34,251,88.45,138.80
2/1/2017,94,IH-10 / FIESTA TEXAS Express,16,155,16,44,187,82.89,94.33
2/1/2017,95,FREDERICKSBURG RD,2,188,30,0,220,85.45,142.36
2/1/2017,96,VANCE JACKSON,8,359,86,2,453,79.25,202.09
2/1/2017,97,WEST AVE,5,332,220,31,557,59.61,106.61
2/1/2017,100,PRIMO FRED RD,22,689,174,34,885,77.85,121.67
2/1/2017,101,UTSA/LEON VALLEY BRT,83,483,40,51,606,79.7,220.20
2/1/2017,502,THOUSAND OAKS,9,232,35,0,276,84.06,237.10
2/1/2017,505,BASSE,3,185,15,22,203,91.13,189.77
2/1/2017,509,HILDEBRAND,2,278,47,63,327,85.02,247.24
2/1/2017,515,SOUTHCROSS,4,335,87,15,426,78.64,175.27
2/1/2017,520,ZARZAMORA,85,944,328,85,1357,69.57,166.95
2/1/2017,522,BABCOCK,2,364,38,2,404,90.1,202.31
2/1/2017,524,GENERAL McMULLEN Frequent,30,634,153,11,817,77.6,162.27
2/1/2017,534,WURZBACH,12,538,108,0,658,81.76,177.61
2/1/2017,550,LOOPER Skip,16,433,100,4,549,78.87,184.61
2/1/2017,551,LOOPER Skip,14,439,193,25,646,67.96,117.38
2/1/2017,602,NORTH STAR / MEDICAL CENTER,10,192,62,5,264,72.73,135.33
2/1/2017,603,MEDICAL CENTER/UTSA,7,115,72,16,194,59.28,205.17
2/1/2017,604,MEDICAL CENTER/UNIVERSITY HGTS.,11,151,26,4,188,80.32,117.05
2/1/2017,605,UTSA/MAINLAND,4,59,23,10,86,68.6,139.65
2/1/2017,606,MEDICAL CENTER/ALAMO RANCH,13,193,13,8,219,88.13,74.42
2/1/2017,607,MEDICAL CENTER / INGRAM,2,91,11,1,104,87.5,171.23
2/1/2017,609,INGRAM/MAINLAND,6,101,27,1,134,75.37,294.00
2/1/2017,610,INGRAM/NORTHWEST CROSSING,7,216,35,23,258,83.72,129.27
2/1/2017,611,VALLEY-HI / KEL-LAC,1,82,11,20,94,87.23,118.83
2/1/2017,612,KEL-LAC/WESTLAKES,0,87,27,0,114,76.32,100.74
2/1/2017,613,HERITAGE NW / KEL-LAC,6,72,55,20,133,54.14,116.45
2/1/2017,614,HIDDEN COVE / KEL-LAC,4,58,39,13,101,57.43,98.22
2/1/2017,615,KEL-LAC / HERITAGE PARK,1,75,65,6,141,53.19,111.18
2/1/2017,616,SKY HARBOUR/KEL-LAC,5,143,17,31,165,86.67,86.54
2/1/2017,617,KEL-LAC / RAINBOW HILLS,2,96,28,21,126,76.19,88.79
2/1/2017,618,INGRAM/WESTLAKES,2,54,42,30,98,55.1,162.96
2/1/2017,619,KEL-LAC / INDIAN CREEK,6,74,50,17,130,56.92,113.06
2/1/2017,620,INGRAM/NWVISTAS,3,81,32,13,116,69.83,207.31
2/1/2017,629,INDUSTRY PARK,3,111,38,3,152,73.03,71.59
2/1/2017,630,RANDOLPH/KIRBY/SUNRISE,4,138,23,0,165,83.64,98.18
2/1/2017,631,SUNRISE/SUMMERFEST,1,103,47,2,151,68.21,189.31
2/1/2017,632,RANDOLPH/VENTURA,17,448,38,1,503,89.07,155.97
2/1/2017,640,VALLEY FORGE,0,70,14,2,84,83.33,135.97
2/1/2017,641,KNOLLCREEK,0,74,13,2,87,85.06,245.54
2/1/2017,642,NACOGDOCHES,1,89,7,1,97,91.75,107.82
2/1/2017,647,NORTH STAR / HARRY WURZBACH,17,115,20,1,152,75.66,128.56
2/1/2017,648,NORTH STAR / STONE OAK PKWY.,9,193,28,2,230,83.91,252.81
2/1/2017,651,DECO DISTRICT / CASTLE HILLS,7,126,24,8,157,80.25,151.03
2/1/2017,660,NWVISTAS/UNIVESITY P&R,9,130,37,10,176,73.86,104.24
2/2/2017,2,BLANCO,7,715,123,36,845,84.62,211.48
2/2/2017,3,SAN PEDRO SKIP,2,463,193,13,658,70.36,145.52
2/2/2017,4,SAN PEDRO Frequent,10,541,131,32,682,79.33,134.35
2/2/2017,5,McCULLOUGH,11,399,40,0,450,88.67,201.46
2/2/2017,6,US-281 Express,8,130,49,0,187,69.52,100.17
2/2/2017,8,N ST MARYS,25,365,170,26,560,65.18,124.56
2/2/2017,9,BROADWAY,3,302,49,30,354,85.31,96.37
2/2/2017,10,NACO/BROADWAY,4,278,57,39,339,82.01,84.46
2/2/2017,11,VIVA CULTURE,8,465,67,14,540,86.11,223.84
2/2/2017,14,PERRIN BEITEL SKIP,23,494,86,9,603,81.92,82.97
2/2/2017,17,IH-35 Express,12,148,17,7,177,83.62,124.39
2/2/2017,20,NEW BRAUNFELS Frequent,26,597,124,9,747,79.92,164.54
2/2/2017,21,KIRBY / CONVERSE,35,378,70,8,483,78.26,208.51
2/2/2017,22,HAYS Frequent,13,343,39,5,395,86.84,170.96
2/2/2017,24,EAST HOUSTON Frequent,16,331,85,15,432,76.62,125.86
2/2/2017,25,E. COMMERCE Frequent,16,409,128,3,553,73.96,226.64
2/2/2017,26,MARTIN LUTHER KING,15,270,125,6,410,65.85,151.04
2/2/2017,28,PORTER,19,334,112,110,465,71.83,124.20
2/2/2017,30,RIGSBY,13,333,21,6,367,90.74,190.69
2/2/2017,32,STEVES AVE.,5,284,38,2,327,86.85,213.32
2/2/2017,34,SOUTH ST.MARY'S,13,459,71,74,543,84.53,165.39
2/2/2017,36,S.PRESA,5,259,60,7,324,79.94,114.13
2/2/2017,40,VIVA MISSIONS,20,136,15,1,171,79.53,57.88
2/2/2017,42,ROOSEVELT,6,468,87,8,561,83.42,150.33
2/2/2017,43,SOUTH FLORES,7,335,41,1,383,87.47,89.85
2/2/2017,44,PLEASANTON RD.,13,313,58,8,384,81.51,158.56
2/2/2017,46,COMMERCIAL,11,245,53,9,309,79.29,101.73
2/2/2017,48,IH-35 S Express,3,26,2,0,31,83.87,123.47
2/2/2017,51,NOGALITOS,17,372,80,3,469,79.32,125.52
2/2/2017,54,SOUTH ALAMO,0,70,46,0,116,60.34,160.90
2/2/2017,62,KIRK,5,264,43,2,312,84.62,146.94
2/2/2017,64,US 90 Express,2,110,101,61,213,51.64,121.57
2/2/2017,66,CERALVO Frequent,15,569,93,7,677,84.05,143.70
2/2/2017,67,LAREDO,5,179,68,17,252,71.03,169.13
2/2/2017,68,GUADALUPE Frequent,17,468,163,9,648,72.22,182.96
2/2/2017,70,CESAR CHAVEZ,0,91,25,0,116,78.45,280.71
2/2/2017,75,W. COMMERCE Frequent,14,507,107,2,628,80.73,141.51
2/2/2017,76,WEST COMMERCE Skip,13,430,108,6,551,78.04,165.18
2/2/2017,77,MARTIN,22,216,23,2,261,82.76,124.62
2/2/2017,79,RUIZ  Frequent,31,299,57,5,387,77.26,157.50
2/2/2017,82,CULEBRA,7,477,74,12,558,85.48,162.54
2/2/2017,88,BANDERA,11,406,45,36,462,87.88,214.12
2/2/2017,89,POPLAR,9,253,45,11,307,82.41,140.42
2/2/2017,90,WOODLAWN,9,322,95,1,426,75.59,149.98
2/2/2017,93,IH-10 CROSSROADS/UTSA Express,15,220,28,22,263,83.65,139.55
2/2/2017,94,IH-10 / FIESTA TEXAS Express,10,161,12,48,183,87.98,87.59
2/2/2017,95,FREDERICKSBURG RD,7,191,22,0,220,86.82,191.87
2/2/2017,96,VANCE JACKSON,5,416,29,5,450,92.44,126.97
2/2/2017,97,WEST AVE,5,354,192,19,551,64.25,160.60
2/2/2017,100,PRIMO FRED RD,29,724,141,25,894,80.98,144.64
2/2/2017,101,UTSA/LEON VALLEY BRT,117,502,15,23,634,79.18,148.84
2/2/2017,502,THOUSAND OAKS,20,206,29,21,255,80.78,178.75
2/2/2017,505,BASSE,3,201,6,8,210,95.71,187.63
2/2/2017,509,HILDEBRAND,7,297,35,40,339,87.61,180.35
2/2/2017,515,SOUTHCROSS,7,385,34,15,426,90.38,104.24
2/2/2017,520,ZARZAMORA,83,1051,247,44,1381,76.1,139.01
2/2/2017,522,BABCOCK,10,364,31,1,405,89.88,163.67
2/2/2017,524,GENERAL McMULLEN Frequent,11,674,137,6,822,82,145.81
2/2/2017,534,WURZBACH,14,557,86,1,657,84.78,157.98
2/2/2017,550,LOOPER Skip,17,430,94,30,541,79.48,183.26
2/2/2017,551,LOOPER Skip,9,501,150,24,660,75.91,139.82
2/2/2017,602,NORTH STAR / MEDICAL CENTER,11,214,41,3,266,80.45,122.32
2/2/2017,603,MEDICAL CENTER/UTSA,10,137,49,23,196,69.9,175.20
2/2/2017,604,MEDICAL CENTER/UNIVERSITY HGTS.,7,161,20,4,188,85.64,132.40
2/2/2017,605,UTSA/MAINLAND,2,54,28,18,84,64.29,146.20
2/2/2017,606,MEDICAL CENTER/ALAMO RANCH,25,196,4,2,225,87.11,162.60
2/2/2017,607,MEDICAL CENTER / INGRAM,4,95,6,0,105,90.48,91.78
2/2/2017,609,INGRAM/MAINLAND,3,103,27,2,133,77.44,159.75
2/2/2017,610,INGRAM/NORTHWEST CROSSING,10,207,34,30,251,82.47,113.46
2/2/2017,611,VALLEY-HI / KEL-LAC,0,83,12,19,95,87.37,201.65
2/2/2017,612,KEL-LAC/WESTLAKES,4,87,22,1,113,76.99,155.78
2/2/2017,613,HERITAGE NW / KEL-LAC,1,97,34,21,132,73.48,154.42
2/2/2017,614,HIDDEN COVE / KEL-LAC,5,77,26,6,108,71.3,92.62
2/2/2017,615,KEL-LAC / HERITAGE PARK,1,93,45,8,139,66.91,110.59
2/2/2017,616,SKY HARBOUR/KEL-LAC,3,126,34,33,163,77.3,95.69
2/2/2017,617,KEL-LAC / RAINBOW HILLS,2,92,37,16,131,70.23,101.32
2/2/2017,618,INGRAM/WESTLAKES,1,51,53,23,105,48.57,127.00
2/2/2017,619,KEL-LAC / INDIAN CREEK,1,92,44,16,137,67.15,102.78
2/2/2017,620,INGRAM/NWVISTAS,2,80,23,24,105,76.19,302.76
2/2/2017,629,INDUSTRY PARK,5,109,39,2,153,71.24,66.83
2/2/2017,630,RANDOLPH/KIRBY/SUNRISE,3,140,22,0,165,84.85,192.50
2/2/2017,631,SUNRISE/SUMMERFEST,1,104,45,3,150,69.33,199.33
2/2/2017,632,RANDOLPH/VENTURA,23,446,33,2,502,88.84,137.34
2/2/2017,640,VALLEY FORGE,1,76,9,0,86,88.37,124.82
2/2/2017,641,KNOLLCREEK,1,86,2,0,89,96.63,130.10
2/2/2017,642,NACOGDOCHES,2,91,2,3,95,95.79,138.22
2/2/2017,647,NORTH STAR / HARRY WURZBACH,14,128,10,1,152,84.21,135.10
2/2/2017,648,NORTH STAR / STONE OAK PKWY.,14,202,15,1,231,87.45,237.49
2/2/2017,651,DECO DISTRICT / CASTLE HILLS,1,150,13,1,164,91.46,159.04
2/2/2017,660,NWVISTAS/UNIVESITY P&R,10,123,34,19,167,73.65,93.10
2/3/2017,2,BLANCO,9,635,219,23,863,73.58,204.62
2/3/2017,3,SAN PEDRO SKIP,4,443,190,34,637,69.54,112.88
2/3/2017,4,SAN PEDRO Frequent,11,544,157,2,712,76.4,154.29
2/3/2017,5,McCULLOUGH,10,392,42,15,444,88.29,216.54
2/3/2017,6,US-281 Express,10,134,37,6,181,74.03,93.44
2/3/2017,8,N ST MARYS,20,293,223,22,536,54.66,123.98
2/3/2017,9,BROADWAY,5,292,52,35,349,83.67,185.95
